OID_,MAX,Avg_Cap
519,3.949999809,1.79009009
520,4.150000095,1.79009009
521,3.850000143,1.79009009
522,4.150000095,1.79009009
523,4.25,1.79009009
524,4.150000095,1.79009009
525,3.949999809,1.79009009
526,4.449999809,1.79009009
527,3.949999809,1.79009009
528,3.850000143,1.79009009
529,4.75,1.79009009
530,4.150000095,1.79009009
531,3.650000095,1.79009009
532,4.150000095,1.79009009
533,3.850000143,1.79009009
534,3.949999809,1.79009009
535,3.850000143,1.79009009
536,3.650000095,1.79009009
537,4.449999809,1.79009009
538,3.850000143,1.79009009
539,4.150000095,1.79009009
540,3.850000143,1.79009009
541,4.150000095,1.79009009
542,3.949999809,1.79009009
543,3.850000143,1.79009009
544,4.75,1.79009009
545,4.150000095,1.79009009
546,3.700000048,3
547,3.400000095,3
548,3.700000048,3
549,3.700000048,3
550,3.700000048,3
551,3.700000048,3
552,3.400000095,3
553,3.400000095,3
554,3.400000095,3
555,3.700000048,3
556,3.600000143,3
557,3.600000143,3
558,3.5,3
559,3.700000048,3
560,3.700000048,3
561,3.400000095,3
562,3.700000048,3
563,3.700000048,3
564,3.400000095,3
565,3.400000095,3
566,3.5,3
567,3.400000095,3
568,3.400000095,3
569,3.700000048,3
570,3.400000095,3
571,3.5,3
572,3.700000048,3
573,3.700000048,3
574,3.400000095,3
575,3.5,3
576,3.400000095,3
577,3.400000095,3
578,3.5,3
579,4.400000095,2
580,3.999999762,2
581,3.999999762,2
582,4.199999809,2
583,4.400000095,2
584,3.999999762,2
585,4.400000095,2
586,3.999999762,2
587,4.400000095,2
588,3.999999762,2
589,4.199999809,2
590,3.900000095,2
591,4.100000381,2
592,4.400000095,2
593,3.799999714,2
594,4.400000095,2
595,3.999999762,2
596,3.900000095,2
597,3.999999762,2
598,4.400000095,2
599,4.199999809,2
600,4.100000381,2
601,3.999999762,2
602,3.799999714,2
603,3.900000095,2
604,3.999999762,2
605,3.999999762,2
606,3.799999714,2
607,4.400000095,2
608,3.999999762,2
609,3.799999714,2
610,4.400000095,2
611,4.100000381,2
612,3.999999762,2
613,4.199999809,2
614,3.799999714,2
615,4.199999809,2
616,4.199999809,2
617,3.999999762,2
618,4.400000095,2
619,4.400000095,2
620,4.100000381,2
621,3.999999762,2
622,3.799999714,2
623,3.900000095,2
624,4.400000095,2
625,4.199999809,2
626,3.799999714,2
627,4.599999905,2
628,3.999999762,2
629,4.400000095,2
630,4.400000095,2
631,4.199999809,2
632,3.999999762,2
633,4.199999809,2
634,3.999999762,2
635,3.799999714,2
636,4.100000381,2
637,4.400000095,2
638,4.100000381,2
639,4.400000095,2
640,4.400000095,2
641,4.599999905,2
642,3.799999714,2
643,4.199999809,2
644,4.100000381,2
645,3.900000095,2
646,4.199999809,2
647,4.199999809,2
648,3.999999762,2
649,3.799999714,2
650,4.100000381,2
651,3.999999762,2
652,4.199999809,2
653,4.400000095,2
654,3.999999762,2
655,4.199999809,2
656,3.999999762,2
657,3.799999714,2
658,3.999999762,2
659,4.300000191,2
660,4.599999905,2
661,3.799999714,2
662,4.400000095,2
663,4.199999809,2
664,4.400000095,2
665,4.300000191,2
666,4.400000095,2
667,3.900000095,2
668,4.100000381,2
669,4.400000095,2
670,3.999999762,2
671,4.400000095,2
672,4.400000095,2
673,3.999999762,2
674,4.400000095,2
675,4.199999809,2
676,4.199999809,2
677,4.199999809,2
678,4.100000381,2
679,4.400000095,2
680,4.199999809,2
681,3.799999714,2
682,3.799999714,2
683,4.400000095,2
684,3.5,2
685,3.799999714,2
686,4.300000191,2
687,3.999999762,2
688,4.100000381,2
689,3.999999762,2
690,3.799999714,2
691,4.199999809,2
692,3.799999714,2
693,3.999999762,2
694,4.100000381,2
695,4.400000095,2
696,4.199999809,2
697,4.199999809,2
698,3.999999762,2
699,3.999999762,2
700,4.199999809,2
701,4.400000095,2
702,4.400000095,2
703,3.799999714,2
704,4.199999809,2
705,3.999999762,2
706,4.199999809,2
707,3.999999762,2
708,4.400000095,2
709,3.999999762,2
710,4.400000095,2
711,3.999999762,2
712,4.100000381,2
713,3.999999762,2
714,4.400000095,2
715,3.700000048,2
716,3.999999762,2
717,4.400000095,2
718,4.199999809,2
719,3.799999714,2
720,3.799999714,2
721,4.199999809,2
722,4.199999809,2
723,4.100000381,2
724,3.999999762,2
725,3.900000095,2
726,3.999999762,2
727,4.199999809,2
728,3.799999714,2
729,3.999999762,2
730,4.400000095,2
731,4.199999809,2
732,3.799999714,2
733,4.400000095,2
734,3.999999762,2
735,3.999999762,2
736,3.799999714,2
737,4.400000095,2
738,3.999999762,2
739,3.799999714,2
740,4.400000095,2
741,4.199999809,2
742,3.5,2
743,3.999999762,2
744,3.799999714,2
745,3.999999762,2
746,4.199999809,2
747,3.999999762,2
748,3.999999762,2
749,3.999999762,2
750,3.999999762,2
751,3.900000095,2
752,3.700000048,2
753,3.799999714,2
754,3.799999714,2
755,3.900000095,2
756,3.799999714,2
757,4.100000381,2
758,3.999999762,2
759,3.999999762,2
760,3.999999762,2
761,4.100000381,2
762,3.799999714,2
763,4.199999809,2
764,3.999999762,2
765,3.5,2
766,4.300000191,2
767,4.400000095,2
768,4.199999809,2
769,3.799999714,2
770,4.400000095,2
771,4.400000095,2
772,4.400000095,2
773,3.700000048,2
774,3.799999714,2
775,4.400000095,2
776,3.5,2
777,4.199999809,2
778,3.999999762,2
779,3.999999762,2.687027027
780,3.799999714,2.687027027
781,3.799999714,2.687027027
782,3.999999762,2.687027027
783,3.999999762,2.687027027
784,3.999999762,2.687027027
785,3.999999762,2.687027027
786,3.999999762,2.687027027
787,3.799999714,2.687027027
788,4.199999809,2.687027027
789,3.999999762,2.687027027
790,3.999999762,2.687027027
791,3.999999762,2.687027027
792,3.5,2.687027027
793,3.700000048,2.687027027
794,3.999999762,2.687027027
795,4.199999809,2.687027027
796,3.999999762,2.687027027
797,3.999999762,2.687027027
798,3.700000048,2.687027027
799,4.400000095,2.687027027
800,3.999999762,2.687027027
801,3.799999714,2.687027027
802,4.400000095,2.687027027
803,3.999999762,2.687027027
804,3.999999762,2.687027027
805,3.999999762,2.687027027
806,4.199999809,2.687027027
807,3.999999762,2.687027027
808,3.999999762,2.687027027
809,3.900000095,2.687027027
810,3.900000095,2.687027027
811,3.799999714,2.687027027
812,3.999999762,2.687027027
813,3.700000048,2.687027027
814,3.799999714,2.687027027
815,3.5,2.687027027
816,3.700000048,2.687027027
817,3.700000048,2.687027027
818,3.999999762,2.687027027
819,3.999999762,2.687027027
820,3.900000095,2.687027027
821,3.799999714,2.687027027
822,4.199999809,2.687027027
823,3.999999762,2.687027027
824,3.799999714,2.687027027
825,3.999999762,2.687027027
826,3.799999714,2.687027027
827,3.799999714,2.687027027
828,4.199999809,2.687027027
829,3.999999762,2.687027027
830,3.700000048,2.687027027
831,3.999999762,2.687027027
832,3.799999714,2.687027027
833,3.999999762,2.687027027
834,4.400000095,2.687027027
835,4.400000095,2.687027027
836,3.700000048,2.687027027
837,3.999999762,2.687027027
838,4.199999809,2.687027027
839,4.100000381,2.687027027
840,3.700000048,2.687027027
841,3.999999762,2.687027027
842,3.999999762,2.687027027
843,3.799999714,2.687027027
844,3.999999762,2.687027027
845,4.100000381,2.687027027
846,3.999999762,2.687027027
847,3.999999762,2.687027027
848,3.999999762,2.687027027
849,4.100000381,2.687027027
850,3.999999762,2.687027027
851,4.400000095,2.687027027
852,3.999999762,2.687027027
853,3.849999905,2.3
854,3.849999905,2.3
855,3.849999905,2.3
856,3.849999905,2.3
857,4.050000191,2.3
858,4.650000095,2.3
859,3.849999905,2.3
860,4.050000191,2.3
861,3.849999905,2.3
862,3.849999905,2.3
863,3.849999905,2.3
864,4.050000191,2.3
865,4.25,2.3
866,4.650000095,2.3
867,4.050000191,2.3
868,4.050000191,2.3
869,3.849999905,2.3
870,4.050000191,2.3
871,3.849999905,2.3
872,3.849999905,2.3
873,4.050000191,2.3
874,3.849999905,2.3
875,3.849999905,2.3
876,4.25,2.3
877,4.050000191,2.3
878,3.849999905,2.3
879,4.050000191,2.3
880,3.849999905,2.3
881,4.050000191,2.3
882,3.849999905,2.3
883,4.050000191,2.3
884,4.25,2.3
885,4.050000191,2.3
886,4.050000191,2.3
887,4.25,2.3
888,3.450000048,2.3
889,3.849999905,2.3
890,3.849999905,2.3
891,4.25,2.3
892,4.25,2.3
893,3.849999905,2.3
894,4.25,2.3
895,4.050000191,2.3
896,3.650000095,2.3
897,3.450000048,2.3
898,4.050000191,2.3
899,4.25,2.3
900,3.849999905,2.3
901,4.050000191,2.3
902,3.849999905,2.3
903,4.25,2.3
904,4.050000191,2.3
905,3.849999905,2.3
906,3.849999905,2.3
907,4.050000191,2.3
908,4.050000191,2.3
909,4.25,2.3
910,3.849999905,2.3
911,4.050000191,2.3
912,3.650000095,2.3
913,4.050000191,2.3
914,4.050000191,2.3
915,3.849999905,2.3
916,4.25,2.3
917,4.050000191,2.3
918,4.050000191,2.3
919,3.849999905,2.3
920,4.25,2.3
921,3.849999905,2.3
922,3.849999905,2.3
923,3.849999905,2.3
924,4.050000191,2.3
925,3.650000095,2.3
926,3.350000143,2.3
927,3.75,2.3
928,3.549999952,2.3
929,3.75,2.3
930,4.050000191,2.3
931,3.650000095,2.3
932,3.75,2.3
933,3.849999905,2.3
934,3.049999952,2.3
935,3.450000048,2.3
936,4.050000191,2.3
937,3.650000095,2.3
938,3.650000095,2.3
939,3.450000048,2.3
940,3.950000048,2.3
941,3.75,2.3
942,4.050000191,2.3
943,3.549999952,2.3
944,4.050000191,2.3
945,3.450000048,2.3
946,3.849999905,2.3
947,4.050000191,2.3
948,4.050000191,2.3
949,3.450000048,2.3
950,3.650000095,2.3
951,3.549999952,2.3
952,3.450000048,2.3
953,4.050000191,2.3
954,3.549999952,2.3
955,3.150000095,2.3
956,4.050000191,2.3
957,3.75,2.3
958,3.650000095,2.3
959,3.75,2.3
960,3.549999952,2.3
961,3.75,2.3
962,3.549999952,2.3
963,3.849999905,2.3
964,3.650000095,2.3
965,3.549999952,2.3
966,3.75,2.3
967,3.150000095,2.3
968,4.050000191,2.3
969,3.849999905,2.3
970,3.849999905,2.3
971,3.650000095,2.3
972,3.650000095,2.3
973,3.450000048,2.3
974,4.25,2.3
975,3.450000048,2.3
976,3.849999905,2.3
977,3.450000048,2.3
978,3.450000048,2.3
979,4.050000191,2.3
980,3.75,2.3
981,4.050000191,2.3
982,4.25,0.1
983,4.25,0.1
984,4.25,0.116666667
985,3.949999809,3.15
986,4.050000191,3.15
987,3.950000048,3.15
988,4.450000286,3.15
989,3.549999952,3.15
990,3.949999809,3.15
991,3.949999809,3.15
992,4.650000095,3.15
993,3.949999809,3.15
994,3.549999952,3.15
995,3.149999857,3.15
996,3.450000048,3.15
997,3.75,3.15
998,3.850000143,3.15
999,4.650000095,3.15
1000,3.549999952,3.15
1001,4.150000095,3.15
1002,4.25,3.15
1003,3.75,3.15
1004,4.050000191,3.15
1005,3.450000048,3.15
1006,3.75,3.15
1007,3.650000095,3.15
1008,4.050000191,3.15
1009,3.849999905,3.15
1010,3.549999952,3.15
1011,4.050000191,3.15
1012,3.850000143,3.15
1013,4.650000095,3.15
1014,3.849999905,3.15
1015,4.650000095,3.15
1016,4.25,3.15
1017,3.25,3.15
1018,3.650000095,3.15
1019,3.650000095,3.15
1020,4.150000095,3.15
1021,4.050000191,3.15
1022,4.25,3.15
1023,4.650000095,3.15
1024,3.75,3.15
1025,4.050000191,3.15
1026,3.949999809,3.15
1027,4.150000095,3.15
1028,4.349999905,3.15
1029,4.650000095,3.15
1030,4.150000095,3.15
1031,3.849999905,3.15
1032,3.349999905,3.15
1033,4.050000191,3.15
1034,3.549999952,3.15
1035,3.75,3.15
1036,4.650000095,3.15
1037,3.75,3.15
1038,3.949999809,3.15
1039,4.25,3.15
1040,3.549999952,3.15
1041,3.849999905,3.15
1042,3.549999952,3.15
1043,4.150000095,3.15
1044,3.75,3.15
1045,4.349999905,3.15
1046,3.650000095,3.15
1047,4.25,3.15
1048,3.650000095,3.15
1049,3.25,3.15
1050,3.549999952,3.15
1051,3.650000095,3.15
1052,3.650000095,3.15
1053,4.150000095,3.15
1054,4.450000286,3.15
1055,3.849999905,3.15
1056,4.650000095,3.15
1057,3.650000095,3.15
1058,3.75,3.15
1059,3.25,3.15
1060,3.75,3.15
1061,4.450000286,3.15
1062,3.849999905,3.15
1063,3.849999905,3.15
1064,3.849999905,3.15
1065,4.050000191,3.15
1066,4.650000095,3.15
1067,4.25,3.15
1068,4.25,3.15
1069,3.75,3.15
1070,3.850000143,3.15
1071,3.650000095,3.15
1072,3.650000095,3.15
1073,3.650000095,3.15
1074,4.650000095,3.15
1075,4.050000191,3.15
1076,3.849999905,3.15
1077,3.650000095,3.15
1078,4.450000286,3.15
1079,4.050000191,3.15
1080,3.700000048,2.72
1081,3.5,2.72
1082,3.700000048,2.72
1083,3.5,2.72
1084,3.700000048,2.72
1085,3.700000048,2.72
1086,3.700000048,2.72
1087,3.700000048,2.72
1088,3.700000048,2.72
1089,3.5,2.72
1090,3.5,2.72
1091,3.5,2.72
1092,3.700000048,2.72
1093,3.700000048,2.72
1094,3.5,2.72
1095,3.700000048,2.72
1096,3.5,2.72
1097,3.700000048,2.72
1098,3.700000048,2.72
1099,3.700000048,2.72
1100,3.700000048,2.72
1101,3.5,2.72
1102,3.700000048,2.72
1103,3.5,2.72
1104,3.400000095,2.72
1105,3.400000095,2.72
1106,3.5,2.72
1107,3.5,2.72
1108,3.400000095,2.72
1109,3.700000048,2.72
1110,3.5,2.72
1111,3.700000048,2.72
1112,3.5,2.72
1113,3.200000048,2.72
1114,3.5,2.72
1115,3.5,2.72
1116,3.400000095,2.72
1117,3.099999905,2.72
1118,3.700000048,2.72
1119,3.5,2.72
1120,3.5,2.72
1121,3.5,2.72
1122,3.700000048,2.72
1123,3.400000095,2.72
1124,3.5,2.72
1125,3.5,2.72
1126,3.5,2.72
1127,3.5,2.72
1128,3.5,2.72
1129,3.700000048,2.72
1130,3.700000048,2.72
1131,3.5,2.72
1132,3.099999905,2.72
1133,3.200000048,2.72
1134,3.700000048,2.72
1135,3.5,2.72
1136,3.700000048,2.72
1137,3.5,2.72
1138,3.700000048,2.72
1139,3.5,2.72
1140,3.400000095,2.72
1141,3.400000095,2.72
1142,3.700000048,2.72
1143,3.700000048,2.72
1144,3.700000048,2.72
1145,3.700000048,2.72
1146,3.200000048,2.72
1147,3.700000048,2.72
1148,3.700000048,2.72
1149,3.400000095,2.72
1150,3.700000048,2.72
1151,3.299999952,2.72
1152,3.799999714,1
1153,3.900000095,1.5
1154,4.199999809,1.5
1155,4.199999809,1.5
1156,4.599999905,1.5
1157,3.900000095,1.5
1158,4.300000191,1.5
1159,4.300000191,1.5
1160,4.199999809,1.5
1161,3.900000095,1.5
1162,4.599999905,1.5
1163,4.199999809,1.5
1164,3.900000095,1.5
1165,4.599999905,1.5
